(Carine le Britannia, Carine ne Britannia)
(Geass vs. Geass (episode), Mao)
(Geass vs. Geass (episode), Cornelia)
(Geass vs. Geass (episode), Nunnally vi Britannia)
(Geass vs. Geass (episode), Arthur)
(Geass vs. Geass (episode), Lelouch vi Britannia)
(Geass vs. Geass (episode), Kento Sugiyama)
(Geass vs. Geass (episode), Diethard)
(Geass vs. Geass (episode), Kaname Ohgi)
(Geass vs. Geass (episode), Nina)
(Calares, Britannian)
(Calares, Zero)
(Calares, Battle of Babel Tower)
(Calares, Viceroy of Area 11)
(Calares, Cornelia li Britannia)
(Calares, G-1 Base)
(Calares, Cornelia)
(Calares, Area 11)
(Calares, Black Knights)
(Calares, Holy Britannian Empire)
(Calares, Nunnally vi Britannia)
(Calares, Britannian Military)
(Calares, Black Rebellion)
(Mark Nemo, Nunnally vi Britannia)
(Absolute Defense System, Tristan Divider)
(Absolute Defense System, Knightmare Frame)
(Absolute Defense System, Lelouch vi Britannia)
(Absolute Defense System, MVS)
(Absolute Defense System, Shinkirō)
(Absolute Defense System, Zero)
(Absolute Defense System, Mordred)
(Absolute Defense System, Stark Hadron Cannon)
(NAC, Kyōto House)
(Sokia Scerpa, Sokkia Sherpa)
(Kyōto House, Japan Liberation Front)
(Kyōto House, Knightmare Frame)
(Kyōto House, Taizō Kirihara)
(Kyōto House, Sakuradite)
(Kyōto House, Nightmare of Nunnally)
(Kyōto House, Burai)
(Kyōto House, Kaguya Sumeragi)
(Kyōto House, Burai Kai)
(Kyōto House, Mount Fuji)
(Kyōto House, Area 11)
(Kyōto House, Black Knights)
(Kyōto House, Holy Britannian Empire)
(Kyōto House, Gekka)
(Kyōto House, Taizo Kirihara)
(Kyōto House, The Black Knights)
(Kyōto House, Euphemia li Britannia)
(Kyōto House, Charles zi Britannia)
(Kyōto House, Four Holy Swords)
(Kyōto House, Guren)
(Kyōto House, Black Rebellion)
(Kyōto House, United States of Japan)
(Yukana, C.C.)
(Yukana, Code Geass)
(Alice, Code Geass (Knightmare of Nunnally))
(Alice, C.C. Cell Control Drug Counter)
(Alice, Milly Ashford)
(Alice, Irregular)
(Alice, Rolo vi Britannia)
(Alice, Lelouch)
(Alice, Ashford Academy)
(Alice, Honorary Britannian)
(Alice, Nunnally)
(Alice, GX 01 Alpha)
(Alice, C.C.)
(Alice, Madd)
(Alice, Code Geass: Nightmare of Nunnally)
(Alice, Geass)
(Alice, Irregulars)
(Alice, Knightmare Frame)
(Alice, Suzaku)
(Alice, Mark Nemo)
(Alice, Holy Britannian Empire)
(Alice, Magical Device Nemo)
(Alice, Britannian Special Honorary Foreign Legion)
(Alice, Nunnally vi Britannia)
(Alice, Code Geass (Nightmare of Nunnally))
(Alice, Britannian Military)
(Code Geass Gaiden: Bōkoku no Akito, Code Geass: Akito the Exiled)
(Euro Universe, Europia United)
(Lancelot Grail, VARIS Rifle)
(Lancelot Grail, Britannian Military)
(Lancelot Grail, Factsphere Sensor)
(Lancelot Grail, Lancelot)
(Lancelot Grail, Maser Vibration Sword)
(Lancelot Grail, Zetland)
(Lancelot Grail, Glinda Knights)
(Lancelot Grail, Yggdrasil Drive)
(Lancelot Grail, Suzaku Kururugi)
(Lancelot Grail, Knightmare Frame)
(Lancelot Grail, Oldrin Zevon)
(Lancelot Grail, Landspinner Propulsion System)
(Lancelot Grail, Holy Britannian Empire)
(Lancelot Grail, Bradford)
(Lancelot Grail, Energy Filler)
(Lancelot Grail, Slash Harken)
(Lancelot Grail, Camelot)
(Lancelot Grail, Cockpit Ejection System)
(Lancelot Grail, Vincent)
(Lancelot Grail, Blaze Luminous)
(Urabe, Kōsetsu Urabe)
(Mao (Nightmare of Nunnally), Nightmare of Nunnally)
(Mao (Nightmare of Nunnally), Code Geass: Nightmare of Nunnally)
(Mao (Nightmare of Nunnally), Sutherland)
(Mao (Nightmare of Nunnally), Refrain (Drug))
(Carve-tan, Area 11)
(Carve-tan, Britannian)
(Carve-tan, Code Geass: Lelouch of the Rebellion R2)
(Carve-tan, Geass)
(Carve-tan, Ashford Academy)
(Carve-tan, Lelouch vi Britannia)
(Pavlova, Britannian)
(Zero, C.C.)
(Zero, Kallen Kōzuki)
(Zero, Special Administrative Zone)
(Zero, Villetta)
(Zero, Zero Requiem)
(Zero, Suzaku Kururugi)
(Zero, Special Administrative Zone of Japan)
(Zero, Shinkirō)
(Zero, Britannian)
(Zero, Geass)
(Zero, Johnny Yong Bosch)
(Zero, Horai Island)
(Zero, United Federation of Nations)
(Zero, The Black Knights)
(Zero, Damocles)
(Zero, Schneizel el Britannia)
(Zero, V.V.)
(Zero, Sutherland)
(Zero, Jun Fukuyama)
(Zero, Holy Empire of Britannia)
(Zero, Japan)
(Zero, Rolo Lamperouge)
(Zero, The Order of the Black Knights)
(Zero, Charles zi Britannia)
(Zero, Gawain)
(Zero, Burai)
(Zero, Shin Hyuga Shaing)
(Zero, Britannia)
(Zero, Battle of Narita)
(Zero, Euphemia li Britannia)
(Zero, Black Rebellion)
(Zero, Area 11)
(Zero, Japanese)
(Zero, UFN)
(Zero, Second Assault on Tokyo Settlement)
(Zero, Nunnally vi Britannia)
(Zero, United States of Japan)
(Zero, Kallen Kozuki)
(Zero, Lelouch vi Britannia)
(Johann Malcal, Ioan Malcal)
(Love Attack! (episode), Gino)
(Love Attack! (episode), Villetta)
(Love Attack! (episode), Schneizel el Britannia)
(Love Attack! (episode), Vincent Commander Model)
(Love Attack! (episode), Euphemia)
(Love Attack! (episode), Kallen)
(Love Attack! (episode), Geass)
(Love Attack! (episode), Mordred)
(Love Attack! (episode), Anya)
(Love Attack! (episode), Knightpolice)
(Love Attack! (episode), Geass Canceler)
(Love Attack! (episode), Villetta Nu)
(Love Attack! (episode), Ashford Academy)
(Love Attack! (episode), Miya I. Hillmick)
(Love Attack! (episode), Kallen Kōzuki)
(Love Attack! (episode), Nunnally)
(Love Attack! (episode), OSI)
(Love Attack! (episode), Odysseus eu Britannia)
(Love Attack! (episode), Ohgi)
(Love Attack! (episode), Shirley)
(Love Attack! (episode), Lloyd)
(Love Attack! (episode), Jeremiah)
(Love Attack! (episode), Li Xingke)
(Love Attack! (episode), V.V.)
(Love Attack! (episode), Zero)
(Love Attack! (episode), Milly)
(Love Attack! (episode), Pendragon)
(Love Attack! (episode), Guilford)
(Love Attack! (episode), Suzaku Kururugi)
(Love Attack! (episode), Joseph Fenette)
(Love Attack! (episode), Lohmeyer)
(Love Attack! (episode), Empress Tianzi)
(Love Attack! (episode), Charles)
(Love Attack! (episode), Glaston Knights)
(Love Attack! (episode), Nina Einstein)
(Love Attack! (episode), Claudio S. Darlton)
(Love Attack! (episode), Meeya I. Hillmick)
(Love Attack! (episode), Jeremiah Gottwald)
(Love Attack! (episode), Edgar N. Darlton)
(Love Attack! (episode), Anya Alstreim)
(Love Attack! (episode), Rakshata Chawla)
(Love Attack! (episode), Rolo)
(Love Attack! (episode), Rolo Lamperouge)
(Love Attack! (episode), Black Knights)
(Love Attack! (episode), Student Council)
(Love Attack! (episode), Alicia Lohmeyer)
(Love Attack! (episode), Carine ne Britannia)
(Love Attack! (episode), Sayoko Shinozaki)
(Love Attack! (episode), Rivalz Cardemonde)
(Love Attack! (episode), Lelouch)
(Love Attack! (episode), Kaguya)
(Love Attack! (episode), Rivalz)
(Love Attack! (episode), Arthur)
(Love Attack! (episode), Milly Ashford)
(Love Attack! (episode), Sayoko)
(Love Attack! (episode), Shirley Fenette)
(Love Attack! (episode), Charles zi Britannia)
(Love Attack! (episode), Guren Mk-II)
(Love Attack! (episode), Bartley Asprius)
(Love Attack! (episode), Cecile)
(Love Attack! (episode), David T. Darlton)
(Love Attack! (episode), Chinese Federation)
(Love Attack! (episode), Siegfried)
(Love Attack! (episode), Geass Order)
(Love Attack! (episode), Cornelia li Britannia)
(Love Attack! (episode), Zhou Xianglin)
(Love Attack! (episode), Cornelia)
(Love Attack! (episode), Bartley)
(Love Attack! (episode), Guinevere de Britannia)
(Love Attack! (episode), Nunnally vi Britannia)
(Love Attack! (episode), Odysseus)
(Love Attack! (episode), Schneizel)
(Love Attack! (episode), Lelouch vi Britannia)
(Love Attack! (episode), Bismarck Waldstein)
(Love Attack! (episode), European Union)
(Love Attack! (episode), Shinkirō)
(Love Attack! (episode), Lloyd Asplund)
(Love Attack! (episode), Lancelot Conquista)
(We Can't Tell Lelouch, C.C.)
(We Can't Tell Lelouch, Geass)
(We Can't Tell Lelouch, Battle of Narita)
(We Can't Tell Lelouch, Suzaku Kururugi)
(We Can't Tell Lelouch, Kallen)
(We Can't Tell Lelouch, Zero)
(We Can't Tell Lelouch, Nina)
(We Can't Tell Lelouch, Refrain Drug pin Bust)
(We Can't Tell Lelouch, Milly)
(We Can't Tell Lelouch, Rivalz)
(We Can't Tell Lelouch, Shirley Fenette)
(We Can't Tell Lelouch, Lelouch)
(Yukiya, Yukiya Naruse)
(Akeno Watanabe, Suzaku Kururugi)
(Akeno Watanabe, Villetta Nu)
(Yoshitaka Minami, Ashford Academy)
(Yoshitaka Minami, Japanese Liberation Front Hotel Incident)
(Yoshitaka Minami, Battle of Narita)
(Yoshitaka Minami, Suzaku Kururugi)
(Yoshitaka Minami, U.F.N.)
(Yoshitaka Minami, Assault on Tokyo Settlement)
(Yoshitaka Minami, Viletta)
(Yoshitaka Minami, Chinese Federation)
(Yoshitaka Minami, Villetta Nu)
(Yoshitaka Minami, United Federation of Nations)
(Yoshitaka Minami, The Black Knights)
(Yoshitaka Minami, Damocles)
(Yoshitaka Minami, Sugiyama)
(Yoshitaka Minami, Nunnally)
(Yoshitaka Minami, Guilford)
(Yoshitaka Minami, Sutherland)
(Yoshitaka Minami, Turn 12.59)
(Yoshitaka Minami, Burai)
(Yoshitaka Minami, Battle of Mt. Fuji)
(Yoshitaka Minami, Battle at Xiaopei)
(Yoshitaka Minami, Zhou Xianglin)
(Yoshitaka Minami, Cornelia)
(Yoshitaka Minami, Area 11)
(Yoshitaka Minami, Japanese)
(Yoshitaka Minami, Second Assault on Tokyo Settlement)
(Yoshitaka Minami, Ikaruga)
(Yoshitaka Minami, Rakshata Chawla)
(Yoshitaka Minami, Lelouch vi Britannia)
(Yoshitaka Minami, Battle at the 'Mausoleum of Eighty-Eight Emperors')
(Yoshitaka Minami, United States of Japan)
(Ashley Ashra, The Wyvern Divided (episode))
(Ashley Ashra, Knight)
(Ashley Ashra, Leila Malcal)
(Ashley Ashra, Claus Warwick)
(Ashley Ashra, Britannian Military)
(Ashley Ashra, Europia United)
(Ashley Ashra, Knights of St. Michael)
(Ashley Ashra, Euro Britannia)
(Ashley Ashra, Code Geass: Akito the Exiled)
(Ashley Ashra, Alexander)
(Ashley Ashra, Holy Britannian Empire)
(Ashley Ashra, Ahuramazda)
(Ashley Ashra, Johanne Fabius)
(Ashley Ashra, CLAMP)
(Ashley Ashra, W-0)
(Ashley Ashra, To Beloved Ones (episode))
(Ashley Ashra, Gloucester)
(Ashley Ashra, Akito Hyuga)
(Ashley Ashra, Shin Hyuga Shing)
(Toto Thompson, Britannian)
(Toto Thompson, Holy Britannian Empire)
(Toto Thompson, Wizard)
(Toto Thompson, Glinda Knights)
(Toto Thompson, Gloucester Glinda)
(Toto Thompson, Code Geass: Oz the Reflection)
(Toto Thompson, Geass Order)
(Toto Thompson, Britannian Military)
(A Bride in the Vermilion Forbidden City (episode), Zero)
(A Bride in the Vermilion Forbidden City (episode), Mao)
(A Bride in the Vermilion Forbidden City (episode), Ikaruga)
(A Bride in the Vermilion Forbidden City (episode), Euphemia)
(A Bride in the Vermilion Forbidden City (episode), Gino)
(A Bride in the Vermilion Forbidden City (episode), Shogo Asahina)
(A Bride in the Vermilion Forbidden City (episode), Suzaku)
(A Bride in the Vermilion Forbidden City (episode), Ashford Academy)
(A Bride in the Vermilion Forbidden City (episode), Schneizel el Britannia)
(A Bride in the Vermilion Forbidden City (episode), Odysseus eu Britannia)
(A Bride in the Vermilion Forbidden City (episode), Tamaki)
(A Bride in the Vermilion Forbidden City (episode), Shirley)
(A Bride in the Vermilion Forbidden City (episode), Rakshata)
(A Bride in the Vermilion Forbidden City (episode), Gawain)
(A Bride in the Vermilion Forbidden City (episode), Rolo)
(A Bride in the Vermilion Forbidden City (episode), Tong Lun)
(A Bride in the Vermilion Forbidden City (episode), Milly)
(A Bride in the Vermilion Forbidden City (episode), Chiba)
(A Bride in the Vermilion Forbidden City (episode), Shirley Fenette)
(A Bride in the Vermilion Forbidden City (episode), Suzaku Kururugi)
(A Bride in the Vermilion Forbidden City (episode), Tianzi)
(A Bride in the Vermilion Forbidden City (episode), Empress Tianzi)
(A Bride in the Vermilion Forbidden City (episode), Rivalz)
(A Bride in the Vermilion Forbidden City (episode), Akatsuki Mass-Production Model)
(A Bride in the Vermilion Forbidden City (episode), Minami)
(A Bride in the Vermilion Forbidden City (episode), Taizo Kirihara)
(A Bride in the Vermilion Forbidden City (episode), Cheng Zhong)
(A Bride in the Vermilion Forbidden City (episode), Sugiyama)
(A Bride in the Vermilion Forbidden City (episode), Ichijiku Hinata)
(A Bride in the Vermilion Forbidden City (episode), Nagisa Chiba)
(A Bride in the Vermilion Forbidden City (episode), Shinjuku Ghetto)
(A Bride in the Vermilion Forbidden City (episode), Chinese Federation)
(A Bride in the Vermilion Forbidden City (episode), Lelouch)
(A Bride in the Vermilion Forbidden City (episode), Arthur)
(A Bride in the Vermilion Forbidden City (episode), V.V.)
(A Bride in the Vermilion Forbidden City (episode), Ayame Futaba)
(A Bride in the Vermilion Forbidden City (episode), Cai Lishi)
(A Bride in the Vermilion Forbidden City (episode), Diethard Ried)
(A Bride in the Vermilion Forbidden City (episode), Cecile)
(A Bride in the Vermilion Forbidden City (episode), Kaguya Sumeragi)
(A Bride in the Vermilion Forbidden City (episode), Knightmare)
(A Bride in the Vermilion Forbidden City (episode), Euphemia li Britannia)
(A Bride in the Vermilion Forbidden City (episode), Mutsuki Minase)
(A Bride in the Vermilion Forbidden City (episode), Charles)
(A Bride in the Vermilion Forbidden City (episode), Avalon)
(A Bride in the Vermilion Forbidden City (episode), Jeremiah)
(A Bride in the Vermilion Forbidden City (episode), Kanon Maldini)
(A Bride in the Vermilion Forbidden City (episode), Diethard)
(A Bride in the Vermilion Forbidden City (episode), Shinkirō)
(A Bride in the Vermilion Forbidden City (episode), Akatsuki)
(A Bride in the Vermilion Forbidden City (episode), Yoshitaka Minami)
(A Bride in the Vermilion Forbidden City (episode), Hong Gu)
(A Bride in the Vermilion Forbidden City (episode), Kallen)
(A Bride in the Vermilion Forbidden City (episode), Akatsuki Command Model Zikisan)
(A Bride in the Vermilion Forbidden City (episode), United States of Japan)
(A Bride in the Vermilion Forbidden City (episode), Zangetsu)
(A Bride in the Vermilion Forbidden City (episode), In Vogue)
(A Bride in the Vermilion Forbidden City (episode), Asahina)
(A Bride in the Vermilion Forbidden City (episode), Nina Einstein)
(A Bride in the Vermilion Forbidden City (episode), Ohgi)
(A Bride in the Vermilion Forbidden City (episode), Gun-Ru)
(A Bride in the Vermilion Forbidden City (episode), Britannia)
(A Bride in the Vermilion Forbidden City (episode), Lloyd)
(A Bride in the Vermilion Forbidden City (episode), Zhao Hao)
(A Bride in the Vermilion Forbidden City (episode), Knight Giga Fortress)
(A Bride in the Vermilion Forbidden City (episode), Shinkiro)
(A Bride in the Vermilion Forbidden City (episode), Xingke)
(A Bride in the Vermilion Forbidden City (episode), Huang Qian)
(A Bride in the Vermilion Forbidden City (episode), Zhou Xianglin)
(A Bride in the Vermilion Forbidden City (episode), Li Xingke)
(A Bride in the Vermilion Forbidden City (episode), Student Council)
(A Bride in the Vermilion Forbidden City (episode), Jeremiah Gottwald)
(A Bride in the Vermilion Forbidden City (episode), Anya Alstreim)
(A Bride in the Vermilion Forbidden City (episode), C.C.)
(A Bride in the Vermilion Forbidden City (episode), Rakshata Chawla)
(A Bride in the Vermilion Forbidden City (episode), Black Knights)
(A Bride in the Vermilion Forbidden City (episode), Milly Ashford)
(A Bride in the Vermilion Forbidden City (episode), Lelouch vi Britannia)
(A Bride in the Vermilion Forbidden City (episode), Rivalz Cardemonde)
(A Bride in the Vermilion Forbidden City (episode), Kaguya)
(A Bride in the Vermilion Forbidden City (episode), High Eunuchs)
(A Bride in the Vermilion Forbidden City (episode), Tohdoh)
(A Bride in the Vermilion Forbidden City (episode), Sawasaki)
(A Bride in the Vermilion Forbidden City (episode), Geass)
(A Bride in the Vermilion Forbidden City (episode), Knight)
(A Bride in the Vermilion Forbidden City (episode), Xia Wang)
(A Bride in the Vermilion Forbidden City (episode), Vermillion Forbidden City)
(A Bride in the Vermilion Forbidden City (episode), Four Holy Swords)
(A Bride in the Vermilion Forbidden City (episode), Knights of the Round)
(A Bride in the Vermilion Forbidden City (episode), Kyoto House)
(A Bride in the Vermilion Forbidden City (episode), Schneizel)
(A Bride in the Vermilion Forbidden City (episode), Kento Sugiyama)
(A Bride in the Vermilion Forbidden City (episode), Kanon)
(A Bride in the Vermilion Forbidden City (episode), Nina)
(Yuri Lowenthal, Suzaku Kururugi)
(Bartley Asprius, Zero)
(Bartley Asprius, Schneizel el Britannia)
(Bartley Asprius, Britannia)
(Bartley Asprius, C.C.)
(Bartley Asprius, Euphemia)
(Bartley Asprius, Kallen)
(Bartley Asprius, Thought Elevator)
(Bartley Asprius, Geass Directorate)
(Bartley Asprius, Kamine Island)
(Bartley Asprius, Holy Britannian Empire)
(Bartley Asprius, Shinjuku Ghetto)
(Bartley Asprius, Code R Research Team)
(Bartley Asprius, Ohgi)
(Bartley Asprius, V.V.)
(Bartley Asprius, Lloyd)
(Bartley Asprius, Druid System)
(Bartley Asprius, Britannian)
(Bartley Asprius, Elevens)
(Bartley Asprius, Charles zi Britannia)
(Bartley Asprius, Gawain)
(Bartley Asprius, Geass)
(Bartley Asprius, Clovis la Britannia)
(Bartley Asprius, Suzaku)
(Bartley Asprius, Black Knights)
(Bartley Asprius, Schneizel)
(Bartley Asprius, Britannian Imperial Family)
(Bartley Asprius, Japanese Resistance)
(Bartley Asprius, Britannian Military)
(Bartley Asprius, Jeremiah Gottwald)
(Bartley Asprius, Narita Mountains)
(Burai Enhanced Long Range Type, Factsphere Sensor)
(Burai Enhanced Long Range Type, Yggdrasil Drive)
(Burai Enhanced Long Range Type, Burai Long Range Type)
(Burai Enhanced Long Range Type, Code Geass: Lelouch of the Rebellion)
(Burai Enhanced Long Range Type, Raikō)
(Burai Enhanced Long Range Type, Landspinner Propulsion System)
(Burai Enhanced Long Range Type, Kyoto House)
(Burai Enhanced Long Range Type, The Black Knights)
(Burai Enhanced Long Range Type, Slash Harken)
(Burai Enhanced Long Range Type, Japanese Liberation Front)
(Burai Enhanced Long Range Type, Energy Filler)
(Burai Enhanced Long Range Type, Cockpit Ejection System)
(Burai Enhanced Long Range Type, The Messenger from Kyoto)
(Burai Enhanced Long Range Type, Code Geass DS)
(Glascow, Glasgow)
(Euphemia li Britannia, Clovis la Britannia)
(Euphemia li Britannia, Schneizel el Britannia)
(Euphemia li Britannia, The Black Knights)
(Euphemia li Britannia, Suzaku Kururugi)
(Euphemia li Britannia, Britannian Imperial Family)
(Euphemia li Britannia, Geass)
(Euphemia li Britannia, At Least with Sorrow (episode))
(Euphemia li Britannia, Holy Britannian Empire)
(Euphemia li Britannia, Portman)
(Euphemia li Britannia, Rolo Vi Britannia)
(Euphemia li Britannia, Letizia Scifoni)
(Euphemia li Britannia, Nunnally)
(Euphemia li Britannia, Odysseus eu Britannia)
(Euphemia li Britannia, Charles zi Britannia)
(Euphemia li Britannia, Special Administrative Zone of Japan)
(Euphemia li Britannia, Japan)
(Euphemia li Britannia, Clovis)
(Euphemia li Britannia, Area 11)
(Euphemia li Britannia, Alice)
(Euphemia li Britannia, Gloucester)
(Euphemia li Britannia, Japan Liberation Front)
(Euphemia li Britannia, Marianne vi Britannia)
(Euphemia li Britannia, Island of the Gods (episode))
(Euphemia li Britannia, V.V.)
(Euphemia li Britannia, Michelle Ruff)
(Euphemia li Britannia, Imperial Family)
(Euphemia li Britannia, Carine ne Britannia)
(Euphemia li Britannia, Marrybell mel Britannia)
(Euphemia li Britannia, Omi Minami)
(Euphemia li Britannia, I Order you, Suzaku Kururugi (episode))
(Euphemia li Britannia, Order of the Black Knights)
(Euphemia li Britannia, Zero)
(Euphemia li Britannia, Code Geass: Nunnally in Wonderland)
(Euphemia li Britannia, Cornelia Li Britannia)
(Euphemia li Britannia, Britannian)
(Euphemia li Britannia, Elevens)
(Euphemia li Britannia, Cornelia li Britannia)
(Euphemia li Britannia, Cornelia)
(Euphemia li Britannia, Siegfried Kai)
(Euphemia li Britannia, Guinevere de Britannia)
(Euphemia li Britannia, Nunnally vi Britannia)
(Euphemia li Britannia, Schneizel)
(Euphemia li Britannia, Knightmare Frame)
(Euphemia li Britannia, Lelouch vi Britannia)
(Euphemia li Britannia, Emperor of Britannia)
(Kanon Maldini, Britannian)
(Kanon Maldini, Britannian Military)
(Kanon Maldini, Schneizel el Britannia)
(Kanon Maldini, Britannia)
(Kanon Maldini, Black Knights)
(Kanon Maldini, Milly Ashford)
(Kanon Maldini, Holy Britannian Empire)
(Kanon Maldini, Second Assault on Tokyo Settlement)
(Kanon Maldini, Glaston Knights)
(Kanon Maldini, Lelouch)
(Kanon Maldini, Schneizel)
(Kanon Maldini, Damocles)
(Kanon Maldini, Nina Einstein)
(Kanon Maldini, Shirley Fenette)
(Kanon Maldini, Charles zi Britannia)
(Saitama Ghetto Ambush, Saitama Ghetto)
(Saitama Ghetto Ambush, Zero)
(Saitama Ghetto Ambush, Small Arms)
(Saitama Ghetto Ambush, Cornelia li Britannia)
(Saitama Ghetto Ambush, Black Knights)
(Saitama Ghetto Ambush, Skirmish in Shinjuku Ghetto)
(Saitama Ghetto Ambush, G-1 Base)
(Saitama Ghetto Ambush, Villetta Nu)
(Saitama Ghetto Ambush, Orange Incident)
(Saitama Ghetto Ambush, Ohgi)
(Saitama Ghetto Ambush, Sutherland)
(Saitama Ghetto Ambush, C.C.)
(Saitama Ghetto Ambush, Andreas Darlton)
(Saitama Ghetto Ambush, Yamato Alliance)
(Saitama Ghetto Ambush, VTOL Gunship)
(Saitama Ghetto Ambush, Knightmare Frame)
(Saitama Ghetto Ambush, Clovis la Britannia)
(Saitama Ghetto Ambush, Black Rebellion)
(Saitama Ghetto Ambush, Blood of the Samurai)
(Saitama Ghetto Ambush, Gloucester)
(Saitama Ghetto Ambush, Lelouch vi Britannia)
(Saitama Ghetto Ambush, Jeremiah Gottwald)
(The Messenger from Kyoto, The Messenger from Kyoto (episode))
(Lelouch Vi Britannia, Lelouch vi Britannia)
(Britannian Jet Fighter, Holy Britannian Empire)
(Britannian Jet Fighter, Britannian Air Force)
(Britannian Jet Fighter, Knightmare)
(Britannian Jet Fighter, Invasion of Japan)
(Britannian Jet Fighter, Float System)
(Britannian Jet Fighter, Shogo Asahina)
(Stub, Code Geass: Stubs)
(Lulu, Lelouch vi Britannia)
(Sutherland Sieg, Final Battle Tokyo II)
(Sutherland Sieg, Anya Alstreim)
(Sutherland Sieg, Knight Giga Fortress)
(Sutherland Sieg, Siegfried)
(Sutherland Sieg, Mordred)
(Sutherland Sieg, Yggdrasil Drive)
(Sutherland Sieg, Holy Britannian Empire)
(Sutherland Sieg, Factsphere)
(Sutherland Sieg, Slash Harken)
(Sutherland Sieg, Sutherland)
(Sutherland Sieg, The Order of the Black Knights)
(Sutherland Sieg, Guren)
(Sutherland Sieg, Battle of Mt. Fuji)
(Sutherland Sieg, Militarized Zone of India)
(Sutherland Sieg, Second Assault on Tokyo Settlement)
(Sutherland Sieg, Knights of the Round)
(Sutherland Sieg, Rakshata Chawla)
(Sutherland Sieg, Radiant Wave Technology)
(Sutherland Sieg, Energy Filler)
(Sutherland Sieg, Cockpit Ejection System)
(Sutherland Sieg, Float System)
(Sutherland Sieg, Re;)
(Sutherland Sieg, Jeremiah Gottwald)
(Cheering Mao, Cheering Mao (episode))
(Bradford, Gino Weinberg)
(Bradford, Vincent Gram)
(Bradford, Leonhardt Steiner)
(Bradford, Glinda Knights)
(Bradford, Landspinner Propulsion System)
(Bradford, Tristan)
(Bradford, Hadron Cannon)
(Bradford, Holy Britannian Empire)
(Bradford, Marika Soresi)
(Bradford, Energy Filler)
(Bradford, Cockpit Ejection System)
(Bradford, Nobles)
(Bradford, Float System)
(Bradford, Yggdrasil Drive)
(Bradford, Lancelot Grail)
(Burai Special Weapons B-Type, Landspinner Propulsion System)
(Burai Special Weapons B-Type, Kyoto House)
(Burai Special Weapons B-Type, The Black Knights)
(Burai Special Weapons B-Type, Slash Harken)
(Burai Special Weapons B-Type, Burai)
(Burai Special Weapons B-Type, Energy Filler)
(Burai Special Weapons B-Type, Cockpit Ejection System)
(Burai Special Weapons B-Type, Yggdrasil Drive)
(Burai Special Weapons B-Type, The Messenger from Kyoto)
(Burai Special Weapons B-Type, Code Geass DS)
(Burai Special Weapons B-Type, Factsphere Sensor)
(Dorothea Ernst, Britannian)
(Dorothea Ernst, Suzaku)
(Dorothea Ernst, Palomides)
(Dorothea Ernst, Knights of the Round)
(Dorothea Ernst, Lelouch)
(Dorothea Ernst, Lancelot Albion)
(Dorothea Ernst, Bismark)
(Dorothea Ernst, Knightmare)
(Dorothea Ernst, Britannian Military)
(Dorothea Ernst, Holy Britannian Empire)
(Laura Bailey, Mrs. Kōzuki)
(Laura Bailey, Rakshata Chawla)
(Laura Bailey, Suzaku Kururugi)
(Laura Bailey, Nagisa Chiba)
(Laura Bailey, Mrs. Stadtfeld)
(Laura Bailey, Shirley Fenette)
(Episode Guide, Episode List)
(Kent Sugiyama, Kento Sugiyama)
(Orenge, Orange (disambiguation))
(Battle of Babel Tower, C.C.)
(Battle of Babel Tower, Urabe)
(Battle of Babel Tower, Burai)
(Battle of Babel Tower, Kallen Kozuki)
(Battle of Babel Tower, Calares)
(Battle of Babel Tower, G-1 Base)
(Battle of Babel Tower, Black Knights)
(Battle of Babel Tower, Code Geass: Lelouch of the Rebellion R2)
(Battle of Babel Tower, Kōsetsu Urabe's custom Gekka)
(Battle of Babel Tower, Holy Britannian Empire)
(Battle of Babel Tower, Vincent)
(Battle of Babel Tower, Lelouch Vi Britannia)
(Battle of Babel Tower, Sutherland)
(Battle of Babel Tower, Guren Mk-II)
(Anime, Episode List)
(Taizō Kirihara, Japan Liberation Front)
(Taizō Kirihara, The Black Knights)
(Taizō Kirihara, Black Knights)
(Taizō Kirihara, Genbu Kururugi)
(Taizō Kirihara, Knightmares)
(Taizō Kirihara, Suzaku)
(Taizō Kirihara, Kyōto House)
(Taizō Kirihara, Lelouch)
(Taizō Kirihara, Tohdoh)
(Taizō Kirihara, Nunnally)
(Taizō Kirihara, Japan)
(Taizō Kirihara, Black Rebellion)
(Taizō Kirihara, Britannia)
(Taizō Kirihara, Britannian)
(Taizō Kirihara, Andreas Darlton)
(Taizō Kirihara, Kururugi Shrine)
(Taizō Kirihara, Special Administrative Zone of Japan)
(Taizō Kirihara, Zero)
(Taizō Kirihara, Holy Britannian Empire)
(Taizō Kirihara, Japanese)
(Taizō Kirihara, Kyoto House)
(Taizō Kirihara, United States of Japan)
(Taizō Kirihara, Japanese Resistance)
(Taizō Kirihara, Kaguya Sumeragi)
(Turn 9.34, C.C.)
(Turn 9.34, Charles zi Britannia)
(Turn 9.34, Lelouch)
(Turn 9.34, Black Knights)
(Turn 9.34, Kallen)
(Turn 9.34, Knightmare)
(Turn 9.34, Geass)
(Turn 9.34, Xingke)
(Turn 9.34, A Bride in the Vermilion Forbidden City (episode))
(Turn 9.34, Chinese Federation)
(Turn 9.34, Code Geass: Lelouch of the Rebellion R2)
(Turn 9.34, Ikaruga)
(Turn 9.34, Tohdoh)
(Turn 9.34, Guren)
(Turn 9.34, Diethard)
