(Carine le Britannia, Carine ne Britannia)
(The Stolen Mask (episode), Lelouch)
(The Stolen Mask (episode), Arthur)
(The Stolen Mask (episode), Sutherland)
(The Stolen Mask (episode), Nina Einstein)
(The Stolen Mask (episode), C.C.)
(The Stolen Mask (episode), Blood of the Samurai Skirmish)
(The Stolen Mask (episode), Cecile)
(The Stolen Mask (episode), Lloyd Asplund)
(The Stolen Mask (episode), Cornelia li Britannia)
(The Stolen Mask (episode), Suzaku)
(The Stolen Mask (episode), Cornelia)
(The Stolen Mask (episode), Rivalz Cardemonde)
(The Stolen Mask (episode), Nunnally vi Britannia)
(The Stolen Mask (episode), Schneizel el Britannia)
(The Stolen Mask (episode), Lelouch vi Britannia)
(The Stolen Mask (episode), Kento Sugiyama)
(The Stolen Mask (episode), Eleven)
(The Stolen Mask (episode), Zero)
(The Stolen Mask (episode), Emperor of Britannia)
(W-0, E.U.)
(W-0, Sophie Randall)
(W-0, Ryo Sayama)
(W-0, Panzer-Hummel)
(W-0, Akito)
(W-0, Britannia)
(W-0, Europia United)
(W-0, Ashley Ashra)
(W-0, Britannian)
(W-0, The Wyvern Arrives (episode))
(W-0, Britannian Army)
(W-0, To Beloved Ones (episode))
(W-0, Oscar Hammel)
(W-0, Sarah Danes)
(W-0, Alexander)
(W-0, Eleven)
(W-0, Yukiya Naruse)
(W-0, Joe Wise)
(W-0, Leila Malcal)
(W-0, Akito Hyuga)
(W-0, Ferilli Baltrow)
(W-0, Kate Novak)
(W-0, Knightmare)
(W-0, Anna Clément)
(W-0, Code Geass: Akito the Exiled)
(W-0, Chloe Winkel)
(W-0, Sophie Randle)
(W-0, Japanese)
(W-0, Olivia Reuel)
(W-0, Hilda Fagan)
(W-0, Ryo)
(W-0, Claus Warwick)
(W-0, Ayano Kosaka)
(Dispatch Trailer, Holy Britannian Empire)
(Dispatch Trailer, Lancelot)
(Dispatch Trailer, Suzaku Kururugi)
(Dispatch Trailer, Camelot)
(Dispatch Trailer, Lloyd Asplund)
(Dispatch Trailer, Cécile Croomy)
(Dispatch Trailer, Cécile)
(Code Geass, Code Geass: Lelouch of the Rebellion)
(Arthur, Anya Alstreim)
(Arthur, Lancelot)
(Arthur, Britannia)
(Arthur, Euphemia)
(Arthur, Student Council)
(Arthur, Zero)
(Arthur, Michelle Ruff)
(Arthur, Area 11)
(Arthur, Japanese)
(Arthur, Suzaku)
(Arthur, Knights of the Round)
(Arthur, Lelouch)
(Arthur, Ashford Academy)
(Arthur, CLAMP)
(Arthur, Avalon)
(Arthur, Nunnally)
(The Uninvited Prince, Stage 0.515 The Uninvited Prince)
(Meeting Milly, Lelouch vi Britannia)
(Meeting Milly, Nunnally vi Britannia)
(Meeting Milly, Black Rebellion)
(Meeting Milly, Ashford Academy)
(Meeting Milly, Milly Ashford)
(Lancelot, VARIS Rifle)
(Lancelot, Knightmare Frame)
(Lancelot, Suzaku Kururugi)
(Lancelot, Code Geass: Oz the Reflection)
(Lancelot, Slash Harken)
(Lancelot, Landspinner Propulsion System)
(Lancelot, Suzaku)
(Lancelot, Marrybell mel Britannia)
(Lancelot, Lelouch)
(Lancelot, The Black Knights)
(Lancelot, Code Geass: Lost Colors)
(Lancelot, Maser Vibration Sword)
(Lancelot, Lancelot Frontier)
(Lancelot, Percival)
(Lancelot, Yggdrasil Drive)
(Lancelot, Camelot)
(Lancelot, C.C.)
(Lancelot, Factsphere Sensor)
(Lancelot, Vincent)
(Lancelot, Code Geass: Nightmare of Nunnally)
(Lancelot, Lloyd Asplund)
(Lancelot, Sakuradite)
(Lancelot, Gawain)
(Lancelot, Lancelot Club)
(Lancelot, Blaze Luminous)
(Lancelot, Holy Britannian Empire)
(Lancelot, Oldrin Zevon)
(Lancelot, Code Geass – Lelouch of the Rebellion Illustrations Rebels)
(Lancelot, The White Knight Awakens)
(Lancelot, Re; (episode))
(Lancelot, Battle for Narita (episode))
(Lancelot, Energy Filler)
(Lancelot, Cockpit Ejection System)
(Lancelot, Lancelot Conquista)
(Lancelot, Float System)
(Lancelot, VARIS particle rifle)
(Lancelot, Lancelot Grail)
(Stage 17, Knight (episode))
(Code geass, Code Geass: Lelouch of the Rebellion)
(F.L.E.I.J.A., Lancelot)
(F.L.E.I.J.A., Toromo Agency)
(F.L.E.I.J.A., Ashford Academy)
(F.L.E.I.J.A., Damocles)
(F.L.E.I.J.A., Euphemia)
(F.L.E.I.J.A., Lloyd Asplund)
(F.L.E.I.J.A., Zero)
(F.L.E.I.J.A., F.L.E.I.J.A. Eliminator)
(F.L.E.I.J.A., Nina Einstein)
(Guren Nishiki, Guren Type-02)
(Guren S.E.I.T.E.N. Eight-Elements Type, Guren Type-08 Elements ''SEITEN'')
(Battle of Kaminejima Island, Schneizel El Britannia)
(Battle of Kaminejima Island, Zero)
(Battle of Kaminejima Island, Suzaku Kururugi)
(Battle of Kaminejima Island, Special Administrative Zone Massacre)
(Battle of Kaminejima Island, Battle of Fukuoka Base)
(Battle of Kaminejima Island, Genbu Kururugi)
(Battle of Kaminejima Island, The Black Knights)
(Battle of Kaminejima Island, Honorary Britannian)
(Battle of Kaminejima Island, Sutherland)
(Battle of Kaminejima Island, Holy Empire of Britannia)
(Battle of Kaminejima Island, Knight)
(Battle of Kaminejima Island, Geass)
(Battle of Kaminejima Island, Gawain)
(Battle of Kaminejima Island, Guren Nishiki)
(Battle of Kaminejima Island, Special Administrative Zone of Japan)
(Battle of Kaminejima Island, Kallen Stadtfeld)
(Battle of Kaminejima Island, Euphemia Li Britannia)
(Battle of Kaminejima Island, Black Rebellion)
(Battle of Kaminejima Island, Hadron Cannon)
(Battle of Kaminejima Island, Black Knights)
(Battle of Kaminejima Island, Avalon)
(Battle of Kaminejima Island, Rakshata Chawla)
(Battle of Kaminejima Island, First Assault on Tokyo Settlement)
(Battle of Kaminejima Island, Lelouch vi Britannia)
(Battle of Kaminejima Island, Black Knights' Submarine)
(Battle of Kaminejima Island, Thought Elevator)
(Britannian Transport Plane, Knightmare VTOL)
(Britannian Transport Plane, C.C.)
(Britannian Transport Plane, The Day a New Demon was Born (episode))
(Britannian Transport Plane, Suzaku Kururugi)
(Britannian Transport Plane, Japanese Resistance)
(Britannian Transport Plane, Shinjuku Ghetto)
(Knight, Britannian)
(Knight, Glaston Knights)
(Knight, Knight (Honorary Title))
(Knight, Cornelia li Britannia)
(Knight, Knights of the Round)
(Knight, Knightmare Frame)
(Knight, Emperor)
(Knight, Order of the Black Knights)
(Knight, Euro Britannia)
(Knight, Zero)
(Knight, Knight of Honor)
(Code Geass – Lelouch of the Rebellion Illustrations Rebels, Artbooks)
(Mary Elizabeth McGlynn, Cornelia li Britannia)
(Code Geass (Knightmare of Nunnally), Code Geass (Nightmare of Nunnally))
(Gilbert G.P. Guilford, Saitama Ghetto)
(Gilbert G.P. Guilford, Kyoshiro Tohdoh)
(Gilbert G.P. Guilford, Cornelia li Britannia)
(Gilbert G.P. Guilford, Battle of Narita)
(Gilbert G.P. Guilford, Suzaku Kururugi)
(Gilbert G.P. Guilford, Britannian Imperial Family)
(Gilbert G.P. Guilford, Chinese Consulate)
(Gilbert G.P. Guilford, Burai Kai)
(Gilbert G.P. Guilford, Britannian Army)
(Gilbert G.P. Guilford, F.L.E.I.J.A.)
(Gilbert G.P. Guilford, Villetta Nu)
(Gilbert G.P. Guilford, United Federation of Nations)
(Gilbert G.P. Guilford, Vincent Commander Model)
(Gilbert G.P. Guilford, Yoshiyuki Kono)
(Gilbert G.P. Guilford, Japan Liberation Front)
(Gilbert G.P. Guilford, Nunnally)
(Gilbert G.P. Guilford, Guren Flight-Enabled Version)
(Gilbert G.P. Guilford, Britannian)
(Gilbert G.P. Guilford, Andreas Darlton)
(Gilbert G.P. Guilford, Vincent)
(Gilbert G.P. Guilford, Geass)
(Gilbert G.P. Guilford, Special Administrative Zone of Japan)
(Gilbert G.P. Guilford, Calares)
(Gilbert G.P. Guilford, Zero)
(Gilbert G.P. Guilford, Holy Britannian Empire)
(Gilbert G.P. Guilford, Cornelia)
(Gilbert G.P. Guilford, Area 11)
(Gilbert G.P. Guilford, Black Knights)
(Gilbert G.P. Guilford, Kallen Stadtfeld)
(Gilbert G.P. Guilford, Glaston Knights)
(Gilbert G.P. Guilford, Schneizel)
(Gilbert G.P. Guilford, Gloucester)
(Gilbert G.P. Guilford, The Grip of Damocles)
(Gilbert G.P. Guilford, Britannian Military)
(Gilbert G.P. Guilford, Order of the Black Knights)
(Gilbert G.P. Guilford, Jeremiah Gottwald)
(Gilbert G.P. Guilford, Roger C. Smith)
(Power of Passion (episode), Guren Mk-II)
(Power of Passion (episode), Kallen Kōzuki)
(Power of Passion (episode), Suzaku Kururugi)
(Power of Passion (episode), Gino)
(Power of Passion (episode), Shogo Asahina)
(Power of Passion (episode), Villetta Nu)
(Power of Passion (episode), Tohdoh)
(Power of Passion (episode), Schneizel el Britannia)
(Power of Passion (episode), Tamaki)
(Power of Passion (episode), High Eunuchs)
(Power of Passion (episode), Rolo)
(Power of Passion (episode), Zero)
(Power of Passion (episode), Tianzi)
(Power of Passion (episode), Shirley Fenette)
(Power of Passion (episode), Anya)
(Power of Passion (episode), Schneizel)
(Power of Passion (episode), Chiba)
(Power of Passion (episode), Empress Tianzi)
(Power of Passion (episode), Vincent Ward)
(Power of Passion (episode), Battle at the 'Mausoleum of Eighty-Eight Emperors')
(Power of Passion (episode), Kaguya Sumeragi)
(Power of Passion (episode), Ikaruga)
(Power of Passion (episode), Cheng Zhong)
(Power of Passion (episode), Ichijiku Hinata)
(Power of Passion (episode), V.V.)
(Power of Passion (episode), OSI)
(Power of Passion (episode), Chinese Federation)
(Power of Passion (episode), Lelouch)
(Power of Passion (episode), Rivalz)
(Power of Passion (episode), Jeremiah)
(Power of Passion (episode), Tristan)
(Power of Passion (episode), Sayoko)
(Power of Passion (episode), Ayame Futaba)
(Power of Passion (episode), Diethard Ried)
(Power of Passion (episode), Cecile)
(Power of Passion (episode), Geass Order)
(Power of Passion (episode), Mutsuki Minase)
(Power of Passion (episode), Charles)
(Power of Passion (episode), Avalon)
(Power of Passion (episode), Nagisa Chiba)
(Power of Passion (episode), Kanon Maldini)
(Power of Passion (episode), Vincent)
(Power of Passion (episode), Shinkirō)
(Power of Passion (episode), Knightmare)
(Power of Passion (episode), Thought Elevator)
(Power of Passion (episode), Akatsuki)
(Power of Passion (episode), Ashford Academy)
(Power of Passion (episode), Hong Gu)
(Power of Passion (episode), Kallen)
(Power of Passion (episode), Asahina)
(Power of Passion (episode), Mordred)
(Power of Passion (episode), Shen Hu)
(Power of Passion (episode), Zangetsu)
(Power of Passion (episode), Milly)
(Power of Passion (episode), Nunnally)
(Power of Passion (episode), Gun-Ru)
(Power of Passion (episode), Ohgi)
(Power of Passion (episode), Geass)
(Power of Passion (episode), Zhao Hao)
(Power of Passion (episode), Shinkiro)
(Power of Passion (episode), Area 11)
(Power of Passion (episode), Zhou Xianglin)
(Power of Passion (episode), Knights of the Round)
(Power of Passion (episode), Student Council)
(Power of Passion (episode), Jeremiah Gottwald)
(Power of Passion (episode), Arthur)
(Power of Passion (episode), Black Knights)
(Power of Passion (episode), Mausoleum of Eighty-Eight Emperors)
(Power of Passion (episode), Lelouch vi Britannia)
(Power of Passion (episode), Kaguya)
(Power of Passion (episode), Xianglin)
(Power of Passion (episode), Guren Flight-Enabled Version)
(Power of Passion (episode), C.C.)
(Power of Passion (episode), Diethard)
(Power of Passion (episode), Bartley Asprius)
(Power of Passion (episode), Lloyd Asplund)
(Power of Passion (episode), Sayoko Shinozaki)
(Power of Passion (episode), Xia Wang)
(Power of Passion (episode), Suzaku)
(Power of Passion (episode), Villetta)
(Power of Passion (episode), Akatsuki Command Model Zikisan)
(Power of Passion (episode), Li Xingke)
(Power of Passion (episode), Xingke)
(Power of Passion (episode), Rakshata Chawla)
(Power of Passion (episode), Lancelot Conquista)
(Power of Passion (episode), Kanon)
(Power of Passion (episode), Nina)
(Cockpit Ejection System, IFF Transponder)
(Cockpit Ejection System, Lancelot)
(Cockpit Ejection System, Lancelot Frontier)
(Cockpit Ejection System, Lancelot Albion)
(Cockpit Ejection System, Knightmare Frame)
(Cockpit Ejection System, Gekka)
(Cockpit Ejection System, Cockpit Ejection System)
(Cockpit Ejection System, Vincent)
(Cockpit Ejection System, Guren)
(Cockpit Ejection System, Urabe)
(Stage 9.75, C.C.)
(Stage 9.75, Suzaku)
(Stage 9.75, Lelouch)
(Stage 9.75, Refrain (episode))
(Stage 9.75, Code Geass: Lelouch of the Rebellion)
(Stage 9.75, Milly)
(Stage 9.75, Nunnally)
(Stage 9.75, Sayoko)
(RPI-13 Sutherland, Sutherland)
(The Order of the Black Knights, United States of China)
(The Order of the Black Knights, Zero)
(The Order of the Black Knights, Kallen Kōzuki)
(The Order of the Black Knights, Hong Gu)
(The Order of the Black Knights, Kyoshiro Tohdoh)
(The Order of the Black Knights, Suzaku Kururugi)
(The Order of the Black Knights, Horai Island)
(The Order of the Black Knights, Suzaku)
(The Order of the Black Knights, Yoshitaka Minami)
(The Order of the Black Knights, Diethard Ried)
(The Order of the Black Knights, Japan Liberation Front)
(The Order of the Black Knights, Ohgi)
(The Order of the Black Knights, Black Rebellion)
(The Order of the Black Knights, Geass)
(The Order of the Black Knights, Japanese Resistance)
(The Order of the Black Knights, Ichijiku Hinata)
(The Order of the Black Knights, Toru Yoshida)
(The Order of the Black Knights, Kizuna Kagesaki)
(The Order of the Black Knights, Kent Sugiyama)
(The Order of the Black Knights, Zhou Xianglin)
(The Order of the Black Knights, United States of Japan)
(The Order of the Black Knights, Kallen Kozuki)
(The Order of the Black Knights, Kyoto House)
(The Order of the Black Knights, Naomi Inoue)
(The Order of the Black Knights, Nightmare of Nunnally)
(The Order of the Black Knights, Kaguya Sumeragi)
(The Order of the Black Knights, Ikaruga)
(The Order of the Black Knights, Kōsetsu Urabe)
(The Order of the Black Knights, Ryōga Senba)
(The Order of the Black Knights, C.C.)
(The Order of the Black Knights, Nagisa Chiba)
(The Order of the Black Knights, Penglai Island)
(The Order of the Black Knights, Shinichirō Tamaki)
(The Order of the Black Knights, Chinese Federation)
(The Order of the Black Knights, Kyōto House)
(The Order of the Black Knights, Lelouch)
(The Order of the Black Knights, Kaguya)
(The Order of the Black Knights, Holy Britannian Empire)
(The Order of the Black Knights, Rakshata Chawla)
(The Order of the Black Knights, Inoue)
(The Order of the Black Knights, Ayame Futaba)
(The Order of the Black Knights, Britannian)
(The Order of the Black Knights, Diethard)
(The Order of the Black Knights, Yoshida)
(The Order of the Black Knights, Tatsunori Osakabe)
(The Order of the Black Knights, Taizō Kirihara)
(The Order of the Black Knights, Geass Order)
(The Order of the Black Knights, Villetta)
(The Order of the Black Knights, Mutsuki Minase)
(The Order of the Black Knights, Japanese)
(The Order of the Black Knights, Xingke)
(The Order of the Black Knights, Peace Mark)
(The Order of the Black Knights, Li Xingke)
(The Order of the Black Knights, Schneizel el Britannia)
(The Order of the Black Knights, Lelouch vi Britannia)
(The Order of the Black Knights, Shōgo Asahina)
(The Order of the Black Knights, Kinoshita)
(The Order of the Black Knights, Kaname Ohgi)
(The Order of the Black Knights, United Federation of Nations)
(Kyoshiro Tohdoh, Rakshata)
(Kyoshiro Tohdoh, Euphemia)
(Kyoshiro Tohdoh, Kallen)
(Kyoshiro Tohdoh, Burai Kai)
(Kyoshiro Tohdoh, Shen Hu)
(Kyoshiro Tohdoh, Villetta Nu)
(Kyoshiro Tohdoh, Nunnally Vi Britannia)
(Kyoshiro Tohdoh, Zangetsu)
(Kyoshiro Tohdoh, The Black Knights)
(Kyoshiro Tohdoh, Gefjun Disturber)
(Kyoshiro Tohdoh, Four Holy Swords)
(Kyoshiro Tohdoh, The Order of the Black Knights)
(Kyoshiro Tohdoh, Mausoleum of Eighty-Eight Emperors)
(Kyoshiro Tohdoh, High Eunuchs)
(Kyoshiro Tohdoh, Lancelot Albion)
(Kyoshiro Tohdoh, Special Administrative Zone of Japan)
(Kyoshiro Tohdoh, Knightmare Frame)
(Kyoshiro Tohdoh, Zero)
(Kyoshiro Tohdoh, Shinkiro)
(Kyoshiro Tohdoh, Xingke)
(Kyoshiro Tohdoh, Air Glide System)
(Kyoshiro Tohdoh, Empress Tianzi)
(Kyoshiro Tohdoh, Area 11)
(Kyoshiro Tohdoh, Suzaku Kururugi)
(Kyoshiro Tohdoh, Gilbert G.P. Guilford)
(Kyoshiro Tohdoh, Second Assault on Tokyo Settlement)
(Kyoshiro Tohdoh, Ikaruga)
(Kyoshiro Tohdoh, Royal Guards)
(Kyoshiro Tohdoh, Avalon)
(Kyoshiro Tohdoh, Float System)
(Kyoshiro Tohdoh, United States of Japan)
(Kyoshiro Tohdoh, Japan Liberation Front)
(Kyoshiro Tohdoh, Zero Requiem)
(Kyoshiro Tohdoh, Black Knights)
(Kyoshiro Tohdoh, United Federation of Nations)
(Kyoshiro Tohdoh, Battle of Narita)
(Kyoshiro Tohdoh, Battle of Shikine Island)
(Kyoshiro Tohdoh, Britannian Army)
(Kyoshiro Tohdoh, Genbu Kururugi)
(Kyoshiro Tohdoh, Chinese Federation)
(Kyoshiro Tohdoh, Lancelot)
(Kyoshiro Tohdoh, Kyoshiro Tohdoh's Gekka)
(Kyoshiro Tohdoh, Rolo)
(Kyoshiro Tohdoh, Geass)
(Kyoshiro Tohdoh, Radiant Wave Shielding)
(Kyoshiro Tohdoh, Sakuradite)
(Kyoshiro Tohdoh, Diethard)
(Kyoshiro Tohdoh, Japanese)
(Kyoshiro Tohdoh, Knightmare)
(Kyoshiro Tohdoh, Gawain)
(Kyoshiro Tohdoh, Cornelia)
(Kyoshiro Tohdoh, F.L.E.I.J.A.)
(Kyoshiro Tohdoh, Kyoto House)
(Kyoshiro Tohdoh, Glaston Knights)
(Kyoshiro Tohdoh, Schneizel)
(Kyoshiro Tohdoh, First Assault on Tokyo Settlement)
(Kyoshiro Tohdoh, Assault on the Geass Order)
(Kyoshiro Tohdoh, Gekka)
(Kyoshiro Tohdoh, Kinoshita)
(Kyoshiro Tohdoh, Kaname Ohgi)
(Kyoshiro Tohdoh, Lancelot Conquista)
(Stubs, Code Geass: Stubs)
(Leviathan, Gene Smilas)
(Leviathan, Europia United)
(Factsphere, Factsphere Sensor)
(Internet Radio Broadcasts, Sayoko Shinozaki)
(Internet Radio Broadcasts, Suzaku)
(Internet Radio Broadcasts, Code Geass)
(Internet Radio Broadcasts, Lelouch)
(Internet Radio Broadcasts, Rivalz)
(Internet Radio Broadcasts, Jun Fukuyama)
(Internet Radio Broadcasts, Milly Ashford)
(Monika Kruszewski, Monica Krushevsky)
(Battle of Port Yokosuka, Japan Liberation Front)
(Battle of Port Yokosuka, Cecile Croomy)
(Battle of Port Yokosuka, Cornelia's Gloucester)
(Battle of Port Yokosuka, Port Yokosuka)
(Battle of Port Yokosuka, Suzaku Kururugi)
(Battle of Port Yokosuka, Cornelia li Britannia)
(Battle of Port Yokosuka, Villetta Nu)
(Battle of Port Yokosuka, Portman)
(Battle of Port Yokosuka, The Black Knights)
(Battle of Port Yokosuka, Zero)
(Battle of Port Yokosuka, Narita)
(Battle of Port Yokosuka, Sutherland)
(Battle of Port Yokosuka, C.C.)
(Battle of Port Yokosuka, Katase Tatewaki)
(Battle of Port Yokosuka, Ohgi)
(Battle of Port Yokosuka, Lancelot)
(Battle of Port Yokosuka, Sakuradite)
(Battle of Port Yokosuka, Burai)
(Battle of Port Yokosuka, Knightmare Frame)
(Battle of Port Yokosuka, Guren Mk-II)
(Battle of Port Yokosuka, Holy Britannian Empire)
(Battle of Port Yokosuka, Cornelia)
(Battle of Port Yokosuka, Black Knights)
(Battle of Port Yokosuka, Gloucester)
(Battle of Port Yokosuka, Black Rebellion)
(Battle of Port Yokosuka, Shirley Fenette)
(Battle of Port Yokosuka, Britannian Military)
(Turn 08, One Million Miracles (episode))
(Knightmare Frame, Sutherland Eye)
(Knightmare Frame, Gardmare)
(Knightmare Frame, Gekka Pre-Production Test Type)
(Knightmare Frame, Equus)
(Knightmare Frame, MR-1)
(Knightmare Frame, Tristan)
(Knightmare Frame, Marianne)
(Knightmare Frame, Holy Britannian Empire)
(Knightmare Frame, Gloucester Final Type)
(Knightmare Frame, Raikō)
(Knightmare Frame, Guren S.E.I.T.E.N.)
(Knightmare Frame, Gekka)
(Knightmare Frame, Maser Vibration Sword)
(Knightmare Frame, Lancelot Albion)
(Knightmare Frame, Gawain)
(Knightmare Frame, Guren Mk-II)
(Knightmare Frame, Galahad)
(Knightmare Frame, Panzer-Wespe)
(Knightmare Frame, Gareth)
(Knightmare Frame, Agravain)
(Knightmare Frame, Regalia)
(Knightmare Frame, Glasgow)
(Knightmare Frame, Shen Hu)
(Knightmare Frame, Alexander Valiant)
(Knightmare Frame, Float System)
(Knightmare Frame, Ganymede)
(Knightmare Frame, Percival)
(Knightmare Frame, Ahuramazda)
(Knightmare Frame, Knight Giga Fortress)
(Knightmare Frame, Shinkirō)
(Knightmare Frame, Burai Kai)
(Knightmare Frame, Portman II)
(Knightmare Frame, Portman)
(Knightmare Frame, Tristan Divider)
(Knightmare Frame, Alexander Drone)
(Knightmare Frame, Alexander)
(Knightmare Frame, Gracchus)
(Knightmare Frame, Japan)
(Knightmare Frame, Akatsuki Mass-Production Model)
(Knightmare Frame, Knightpolice)
(Knightmare Frame, Lancelot)
(Knightmare Frame, Camelot)
(Knightmare Frame, Sakuradite)
(Knightmare Frame, Zetland)
(Knightmare Frame, Lloyd Asplund)
