removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Pilot,1802,9888,5.487236403995561,5.487236403995561,11,4.68135299962312,1081
Bang,1801,9810,5.446973903387007,5.446973903387007,11,4.682686063694983,1068
Tara Nicole Weyr,1800,9735,5.408333333333333,5.408333333333333,11,4.691777431317108,1066
Kevin Murphy,1799,9660,5.36964980544747,5.36964980544747,11,4.704508630731759,1065
Give Me the Blame,1798,9585,5.330923248053392,5.330923248053392,11,4.702178443126771,1052
Joe Keenan,1797,9510,5.292153589315526,5.292153589315526,11,4.715490009514748,1051
Secrets That I Never Want to Know,1796,9436,5.2538975501113585,5.2538975501113585,11,4.7215821489642025,1035
Joshua Logan Moore,1795,9363,5.216155988857938,5.216155988857938,11,4.7215821489642025,1035
Free,1794,9293,5.180044593088072,5.180044593088072,11,4.72667308254786,1030
Charlie Carver,1793,9223,5.143892916899052,5.143892916899052,11,4.72667308254786,1030
Ana Solis,1792,9153,5.107700892857143,5.107700892857143,11,4.748395378690629,1026
Dana Delany,1791,9084,5.072026800670017,5.072026800670017,11,4.748395378690629,1026
Alejandro Perez,1790,9015,5.0363128491620115,5.0363128491620115,11,4.791439127171968,1020
Ian Hainsworth,1789,8947,5.001117942984908,5.001117942984908,11,4.797455562889537,1014
Excited and Scared,1788,8879,4.965883668903803,4.965883668903803,11,4.802490783202949,1012
Jamie Gorenberg,1787,8811,4.930609960828204,4.930609960828204,11,4.818276189636768,1011
Nick Bolen,1786,8746,4.896976483762598,4.896976483762598,11,4.844635266849745,1007
"What's to Discuss, Old Friend?",1785,8682,4.863865546218487,4.863865546218487,11,4.846803293576316,996
Mason Vale Cotton,1784,8618,4.8307174887892375,4.8307174887892375,11,4.846803293576316,996
You'll Never Get Away from Me,1783,8554,4.797532249018508,4.797532249018508,11,4.830096651355354,979
Dave Flebotte,1782,8491,4.764870931537598,4.764870931537598,11,4.856586981138789,978
Beth Young,1781,8430,4.733295901179113,4.733295901179113,11,4.885114515874269,975
The Thing That Counts is What's Inside,1780,8371,4.702808988764045,4.702808988764045,11,4.891365017609439,972
You Could Drive a Person Crazy,1779,8312,4.672287802136031,4.672287802136031,11,4.890589721271458,958
Themes,1778,8254,4.6422947131608545,4.6422947131608545,11,4.890589721271458,958
Chuck Vance,1777,8196,4.612267867191896,4.612267867191896,11,4.902895566993193,951
Remember Paul?,1776,8139,4.58277027027027,4.58277027027027,11,4.917723919915701,950
Let Me Entertain You,1775,8082,4.553239436619719,4.553239436619719,11,4.932512793835839,949
George Williams,1774,8025,4.523675310033822,4.523675310033822,11,4.954155957366501,944
Recurring character appearances,1773,7968,4.494077834179357,4.494077834179357,11,4.954155957366501,944
"Remember, Part 1",1772,7911,4.464446952595937,4.464446952595937,11,4.979482473432578,940
Austin McCann,1771,7854,4.434782608695652,4.434782608695652,11,5.0037717344061825,938
Always in Control,1770,7799,4.4062146892655365,4.4062146892655365,11,5.007538050185109,936
Lovely,1769,7744,4.377614471452798,4.377614471452798,11,5.012846358709774,929
Is This What You Call Love?,1768,7689,4.348981900452489,4.348981900452489,11,5.026201446261097,912
Chromolume No. 7,1767,7635,4.32088285229202,4.32088285229202,11,5.015086445035395,903
Jenna Bans,1766,7581,4.292751981879955,4.292751981879955,11,5.029417917022475,902
List of deaths,1765,7527,4.264589235127478,4.264589235127478,11,5.029417917022475,902
"Ah, But Underneath",1764,7473,4.23639455782313,4.23639455782313,11,5.038215782122905,896
Any Moment,1763,7420,4.20873511060692,4.20873511060692,11,5.069274228596263,885
I'm Still Here,1762,7367,4.181044267877412,4.181044267877412,11,5.087311612509801,884
If It's Only in Your Head,1761,7314,4.153321976149915,4.153321976149915,11,5.0951653489029,879
Cody Kasch,1760,7261,4.125568181818182,4.125568181818182,11,5.0951653489029,879
School of Hard Knocks,1759,7208,4.097782831154065,4.097782831154065,11,5.123932800523632,878
Truly Content,1758,7156,4.070534698521047,4.070534698521047,11,5.123764996471419,872
Ida Greenberg,1757,7104,4.043255549231644,4.043255549231644,11,5.151663132045988,868
Victor Lang,1756,7052,4.015945330296128,4.015945330296128,11,5.18026787625776,865
Witch's Lament,1755,7002,3.98974358974359,3.98974358974359,11,5.185921189266,856
What's the Good of Being Good?,1754,6952,3.9635119726339796,3.9635119726339796,11,5.16621403030819,840
Dylan Mayfair,1753,6902,3.937250427837992,3.937250427837992,11,5.19047372880139,835
S2,1752,6853,3.911529680365297,3.911529680365297,11,5.19047372880139,835
Coming Home,1751,6804,3.885779554540263,3.885779554540263,11,5.198675143134177,833
Nora Huntington,1750,6756,3.8605714285714288,3.8605714285714288,11,5.22638881604634,829
Kevin Rahm,1749,6708,3.8353344768439106,3.8353344768439106,11,5.22638881604634,829
