(Kishua Zelretch Schweinorg, Kischur Zelretch Schweinorg)
(Homunculus, Toole)
(Homunculus, Od)
(Homunculus, Sieg)
(Homunculus, Alchemy)
(Homunculus, Magus)
(Homunculus, Servant)
(Homunculus, Althea)
(Homunculus, Magic Circuit)
(Homunculus, Rin Tohsaka)
(Homunculus, Kiritsugu Emiya)
(Homunculus, Irisviel von Einzbern)
(Homunculus, Illyasviel von Einzbern)
(Homunculus, Fate/Grand Order)
(Homunculus, Einzbern)
(Homunculus, Magic Crest)
(Homunculus, Yggdmillennia)
(Homunculus, Sella)
(Homunculus, World)
(Homunculus, Rani VIII)
(Homunculus, Mage's Association)
(Homunculus, Assassin)
(Homunculus, Caster (Fate/Grand Order - Mephistopheles))
(Homunculus, Justeaze Lizrich von Einzbern)
(Homunculus, Leysritt)
(Ozymandias, Rider (Fate/Prototype: Fragments))
(Takashi Takeuchi, Tsukihime)
(Takashi Takeuchi, Hisui)
(Takashi Takeuchi, Takashi Takeuchi)
(Takashi Takeuchi, Nasu Kinoko)
(Takashi Takeuchi, Noble Phantasm)
(Takashi Takeuchi, Fate/stay night)
(Takashi Takeuchi, Kara no Kyoukai)
(Takashi Takeuchi, Tsuki no Sango)
(Takashi Takeuchi, TYPE-MOON)
(Takashi Takeuchi, Fate)
(Takashi Takeuchi, Character Material)
(Takashi Takeuchi, Notes)
(List of Magic Spells, Reinforcement)
(List of Magic Spells, Clock Tower)
(List of Magic Spells, Touko Aozaki)
(List of Magic Spells, Magic Circuit)
(List of Magic Spells, Lancer (Fate/stay night))
(List of Magic Spells, True Assassin (Fate/stay night))
(List of Magic Spells, Saber (Fate/stay night))
(List of Magic Spells, Demon Hunter Organization)
(List of Magic Spells, Shirou Emiya)
(List of Magic Spells, Bounded Field)
(List of Magic Spells, Illyasviel von Einzbern (Fate/kaleid))
(List of Magic Spells, Tohsaka)
(List of Magic Spells, Kairi Sisigou)
(List of Magic Spells, Bazett Fraga McRemitz)
(List of Magic Spells, Fate/Zero)
(List of Magic Spells, Fate/hollow ataraxia)
(List of Magic Spells, Michael Roa Valdamjong)
(List of Magic Spells, Reality Marble)
(List of Magic Spells, Rin Tohsaka)
(List of Magic Spells, Ainsworth)
(List of Magic Spells, Elsa Saijou)
(List of Magic Spells, Magical Energy)
(List of Magic Spells, Waver Velvet)
(List of Magic Spells, Alice Kuonji)
(List of Magic Spells, Elements)
(List of Magic Spells, Tokiomi Tohsaka)
(List of Magic Spells, Numerology)
(List of Magic Spells, Night of Wallachia)
(List of Magic Spells, Innate Time Control)
(List of Magic Spells, Magus)
(List of Magic Spells, Ryuudou Temple’s Barrier)
(List of Magic Spells, Magic Resistance)
(List of Magic Spells, Scathach)
(List of Magic Spells, Emiya)
(List of Magic Spells, Sakura Matou)
(List of Magic Spells, Arcueid Brunestud)
(List of Magic Spells, Kiritsugu Emiya)
(List of Magic Spells, Medusa)
(List of Magic Spells, Age of Gods)
(List of Magic Spells, Command Spells)
(List of Magic Spells, Cu Chulainn)
(List of Magic Spells, Mage's Association)
(List of Magic Spells, Familiar)
(List of Magic Spells, Hounouden Rokujyuyonshou)
(List of Magic Spells, Invisible Air)
(List of Magic Spells, Sola-Ui Nuada-Re Sophia-Ri)
(List of Magic Spells, Einzbern)
(List of Magic Spells, Azaka Kokutou)
(List of Magic Spells, Swirl of the Root)
(List of Magic Spells, Kara no Kyoukai)
(List of Magic Spells, Roche Frain Yggdmillennia)
(List of Magic Spells, Ryuudou Temple)
(List of Magic Spells, Solomon ibn Gabirol)
(List of Magic Spells, Doll)
(List of Magic Spells, Command Spell)
(List of Magic Spells, Caladbolg)
(List of Magic Spells, Cornelius Alba)
(List of Magic Spells, Aoko Aozaki)
(List of Magic Spells, Dust of Osiris)
(List of Magic Spells, Irisviel von Einzbern)
(List of Magic Spells, Master)
(List of Magic Spells, Magic)
(List of Magic Spells, Holy Grail War)
(List of Magic Spells, Starmine and Starbow)
(List of Magic Spells, Servant)
(List of Magic Spells, Playable Archer (Fate/Extra))
(List of Magic Spells, Satsuki Kurogiri)
(List of Magic Spells, Sion Eltnam Atlasia)
(List of Magic Spells, Gradation Air)
(List of Magic Spells, Brynhildr)
(List of Magic Spells, Ayaka Sajyou)
(List of Magic Spells, Archer (Fate/stay night))
(List of Magic Spells, Kirei Kotomine)
(List of Magic Spells, Black Keys)
(List of Magic Spells, Protection from Wind)
(List of Magic Spells, Magecraft)
(List of Magic Spells, Mystic Eyes of Petrification)
(List of Magic Spells, Souren Araya)
(List of Magic Spells, Zouken Matou)
(List of Magic Spells, Mystic Code)
(List of Magic Spells, Phantasmal Species)
(List of Magic Spells, Dead Apostle)
(List of Magic Spells, Caster (Fate/stay night))
(List of Magic Spells, Enkidu)
(List of Magic Spells, Chloe von Einzbern)
(List of Magic Spells, Forte)
(List of Magic Spells, Kayneth Archibald El-Melloi)
(List of Magic Spells, Magic Circuits)
(List of Magic Spells, Edelfelt)
(List of Magic Spells, Magic Crest)
(List of Magic Spells, Holy Grail)
(List of Magic Spells, Humans)
(List of Magic Spells, Avenger (Fate/hollow ataraxia))
(List of Magic Spells, Playable Caster (Fate/Extra))
(List of Magic Spells, Thaumaturgical Theory)
(List of Magic Spells, Church)
(Encyclopedia/Notes, Aristoteles)
(Encyclopedia/Notes, Humans)
(Encyclopedia/Notes, Type Venus)
(Encyclopedia/Notes, Gun God)
(Encyclopedia/Notes, World)
(Encyclopedia/Notes, Notes)
(Saint War Order, Ruler (Fate/Apocrypha))
(Saint War Order, Gilles de Rais)
(Saint War Order, Saber)
(Saint War Order, Mad Enhancement)
(Saint War Order, Saber (Fate/Grand Order - Gilles))
(Saint War Order, Luminosité Eternelle)
(Saint War Order, Parameter Rules)
(Enuma Elish (Enkidu), Enuma Elish)
(Heinrich Zepter, Kiritsugu Emiya)
(Heinrich Zepter, Human)
(Heinrich Zepter, Root)
(Heinrich Zepter, Magic)
(Heinrich Zepter, Mage's Association)
(Heinrich Zepter, Fate)
(Heinrich Zepter, Natalia Kaminski)
(Heinrich Zepter, Magus)
(Heinrich Zepter, Fate/Zero)
(Tawara Touta, Archer (Fate/Grand Order - Touta))
(Interfectum Dracones, Rider (Fate/Grand Order - Saint George))
(Interfectum Dracones, Dragon)
(Interfectum Dracones, Saint George)
(Interfectum Dracones, Ascalon)
(Lorenz Trendel, Starlit Marmalade)
(Herb of Immortality, Potion of youth)
(Saint, Rider (Fate/Grand Order - Saint Martha))
(Saint, Shroud of Magdalene)
(Saint, Holy Grail War)
(Saint, Holy Shroud)
(Saint, Ruler (Fate/Grand Order - Joan Alter))
(Saint, Francis Xavier)
(Saint, Amakusa Shirou Tokisada)
(Saint, Servant)
(Saint, Shroud of Martin)
(Saint, Rider (Fate/Grand Order - Saint George))
(Saint, Ruler)
(Saint, Heroic Spirit)
(Saint, Unlimited Blade Works route)
(Saint, Church)
(Orion, Archer (Fate/Grand Order - Orion))
(Amita Amitabha, Hakuno Kishinami)
(Amita Amitabha, Saver (Fate/Extra))
(Stray servant, Shielder (Fate/Grand Order))
(Arika Ishizue, Kaie Karyou)
(Arika Ishizue, DDD)
(List of characters by statistics, Saber (Fate/Grand Order - Fergus))
(List of characters by statistics, Rani VIII)
(List of characters by statistics, Nanako)
(List of characters by statistics, Archer (Fate/Grand Order - Arjuna))
(List of characters by statistics, Lancer (Fate/Extra CCC))
(List of characters by statistics, Caster (Fate/Grand Order - Cú Chulainn))
(List of characters by statistics, True Rider)
(List of characters by statistics, Saber (Fate/stay night))
(List of characters by statistics, Aoko Aozaki)
(List of characters by statistics, Soujuurou Shizuki)
(List of characters by statistics, Lancer (Fate/Extra Rin route))
(List of characters by statistics, Leonardo B. Harwey)
(List of characters by statistics, Ichiko Inui)
(List of characters by statistics, Kiritsugu Emiya)
(List of characters by statistics, Berserker (Fate/stay night))
(List of characters by statistics, Rider of Red)
(List of characters by statistics, Souren Araya)
(List of characters by statistics, Assassin (Fate/Grand Order - Phantom))
(List of characters by statistics, Minori Mitsuduri)
(List of characters by statistics, Bazett Fraga McRemitz)
(List of characters by statistics, True Caster)
(List of characters by statistics, Avenger (Fate/hollow ataraxia))
(List of characters by statistics, Mikiya Kokutou)
(List of characters by statistics, Rider (Fate/Grand Order - Quetzalcoatl))
(List of characters by statistics, Berserker (Fate/Grand Order - Darius III))
(List of characters by statistics, Kairi Sisigou)
(List of characters by statistics, Assassin (Fate/Grand Order - Dr. Jekyll))
(List of characters by statistics, Sakura Matou)
(List of characters by statistics, Jinako Carigiri)
(List of characters by statistics, Saber (Fate/Prototype))
(List of characters by statistics, Sieg)
(List of characters by statistics, Lancer (Fate/stay night))
(List of characters by statistics, Rider (Fate/Grand Order - Marie Antoinette))
(List of characters by statistics, Rider (Fate/Grand Order - Ushiwakamaru))
(List of characters by statistics, Julius B. Harwey)
(List of characters by statistics, Tokiomi Tohsaka)
(List of characters by statistics, True Assassin (Fate/strange fake))
(List of characters by statistics, Run Ru)
(List of characters by statistics, Darnic Prestone Yggdmillennia)
(List of characters by statistics, White Len)
(List of characters by statistics, Rider (Fate/Grand Order - Saint George))
(List of characters by statistics, Aoi Tohsaka)
(List of characters by statistics, Assassin (Fate/stay night))
(List of characters by statistics, Housuke Kinomi)
(List of characters by statistics, Shiki Tohno)
(List of characters by statistics, Kane Himuro)
(List of characters by statistics, Caster of Red)
(List of characters by statistics, Saber Alter)
(List of characters by statistics, Berserker (Fate/Grand Order - Caligula))
(List of characters by statistics, Passionlip)
(List of characters by statistics, Rin Tohsaka)
(List of characters by statistics, Chloe von Einzbern)
(List of characters by statistics, Gilgamesh)
(List of characters by statistics, Caster (Fate/Grand Order - Merlin))
(List of characters by statistics, Saber (Koha-Ace - Hideyoshi))
(List of characters by statistics, Rama)
(List of characters by statistics, Shinji Matou (Fate/Extra))
(List of characters by statistics, Lancer (Fate/Grand Order - Artoria))
(List of characters by statistics, Lancer (Fate/Grand Order - Joan Alter Lily))
(List of characters by statistics, Lancer of Black)
(List of characters by statistics, Rider (Fate/Grand Order - Alexander))
(List of characters by statistics, Sola-Ui Nuada-Re Sophia-Ri)
(List of characters by statistics, May Riddell Archelot)
(List of characters by statistics, Assassin (Fate/Grand Order - Yan Qing))
(List of characters by statistics, Archer of Black)
(List of characters by statistics, Roche Frain Yggdmillennia)
(List of characters by statistics, Lancer (Fate/Prototype: Fragments))
(List of characters by statistics, Archer (Fate/stay night))
(List of characters by statistics, Fiore Forvedge Yggdmillennia)
(List of characters by statistics, Illyasviel von Einzbern)
(List of characters by statistics, Rider (Fate/Grand Order - Boudica))
(List of characters by statistics, Berserker (Fate/Extra Rani route))
(List of characters by statistics, Archer (Fate/Grand Order - David))
(List of characters by statistics, Rider (Fate/Extra))
(List of characters by statistics, Shielder (Fate/Grand Order))
(List of characters by statistics, Assassin (Koha-Ace))
(List of characters by statistics, Alice Kuonji)
(List of characters by statistics, Ryuunosuke Uryuu)
(List of characters by statistics, Saber of Black)
(List of characters by statistics, Lancer (Fate/Prototype))
(List of characters by statistics, Mori Nagayoshi)
(List of characters by statistics, Tokie Jinan)
(List of characters by statistics, Caster of Black)
(List of characters by statistics, Caster (Fate/Extra))
(List of characters by statistics, Reikan Ryuudou)
(List of characters by statistics, Rider (Fate/Grand Order - Edward Teach))
(List of characters by statistics, Rider of Black)
(List of characters by statistics, Archer (Fate/Prototype: Fragments))
(List of characters by statistics, Saber (Fate/Grand Order - Bedivere))
(List of characters by statistics, Playable Archer (Fate/Extra))
(List of characters by statistics, Berserker (Fate/Extra Rin route))
(List of characters by statistics, Assassin (Fate/Grand Order - Sanson))
(List of characters by statistics, Fionn mac Cumhaill)
(List of characters by statistics, Shirou Emiya)
(List of characters by statistics, Avenger (Fate/Grand Order - Gorgon))
(List of characters by statistics, Fate/Apocrypha)
(List of characters by statistics, Kaede Makidera)
(List of characters by statistics, Berserker of Red)
(List of characters by statistics, Saver (Fate/Extra))
(List of characters by statistics, Caster (Fate/Grand Order - Medea Lily))
(List of characters by statistics, Sakura Saber)
(List of characters by statistics, Lancer (Fate/Grand Order - Benkei))
(List of characters by statistics, Sakura Matou (Fate/Extra))
(List of characters by statistics, Kingprotea)
(List of characters by statistics, Alice)
(List of characters by statistics, Berserker of Black)
(List of characters by statistics, Minamoto no Yorimitsu)
(List of characters by statistics, Caster (Fate/Zero))
(List of characters by statistics, Waver Velvet)
(List of characters by statistics, Kariya Matou)
(List of characters by statistics, Paracelsus)
(List of characters by statistics, Lancer (Fate/Grand Order - Hector))
(List of characters by statistics, Souka Tsukihime)
(List of characters by statistics, Archer (Fate/Extra))
(List of characters by statistics, Caules Forvedge Yggdmillennia)
(List of characters by statistics, Meltlilith)
(List of characters by statistics, Hakuno Kishinami)
(List of characters by statistics, Saber (Fate/Grand Order - Gaius Julius Caesar))
(List of characters by statistics, Sougen Jinan)
(List of characters by statistics, Rin Tohsaka (Fate/Extra))
(List of characters by statistics, SHIKI Tohno)
(List of characters by statistics, Ciel)
(List of characters by statistics, Berserker (Fate/Grand Order - Kintoki))
(List of characters by statistics, Assassin (Fate/Grand Order - Cleopatra))
(List of characters by statistics, Violet)
(List of characters by statistics, Akira Seo)
(List of characters by statistics, Taiga Fujimura)
(List of characters by statistics, True Archer)
(List of characters by statistics, Berserker (Fate/strange fake))
(List of characters by statistics, Assassin (Fate/Prototype: Fragments))
(List of characters by statistics, Kara no Kyoukai)
(List of characters by statistics, Lancer (Fate/Zero))
(List of characters by statistics, Playable Saber (Fate/Extra))
(List of characters by statistics, Beast II)
(List of characters by statistics, Geronimo)
(List of characters by statistics, Rider (Fate/Prototype: Fragments))
(List of characters by statistics, Miyako Arima)
(List of characters by statistics, Lancer (Fate/Grand Order - Scáthach))
(List of characters by statistics, Touko Aozaki)
(List of characters by statistics, Saber Lily)
(List of characters by statistics, Lancer (Fate/Grand Order - Artoria Alter))
(List of characters by statistics, Souichirou Kuzuki)
(List of characters by statistics, Lancer (Fate/Grand Order - Leonidas))
(List of characters by statistics, Monji Gatou)
(List of characters by statistics, Yukika Saegusa)
(List of characters by statistics, Rider (Fate/stay night))
(List of characters by statistics, Zouken Matou)
(List of characters by statistics, Assassin (Fate/Grand Order - Stheno))
(List of characters by statistics, Assassin (Fate/Grand Order - King Hassan))
(List of characters by statistics, Caster (Koha-Ace))
(List of characters by statistics, Demon Archer)
(List of characters by statistics, Charles Babbage)
(List of characters by statistics, Illyasviel von Einzbern (Fate/kaleid))
(List of characters by statistics, Hanei Misawa)
(List of characters by statistics, Miyu Edelfelt)
(List of characters by statistics, Saber (Fate/Grand Order - Musashi))
(List of characters by statistics, Hisui)
(List of characters by statistics, Saber (Fate/Grand Order - Chevalier d'Eon))
(List of characters by statistics, Assassin of Red)
(List of characters by statistics, Kirie Fujou)
(List of characters by statistics, Lancer (Fate/Extra Rani route))
(List of characters by statistics, Avenger (Fate/Grand Order - Edmond Dantès))
(List of characters by statistics, Saber of Red)
(List of characters by statistics, Thomas Edison)
(List of characters by statistics, Berserker (Fate/Grand Order - Tamamo))
(List of characters by statistics, Leysritt)
(List of characters by statistics, Kojika Kumari)
(List of characters by statistics, Florence Nightingale)
(List of characters by statistics, Fujino Asagami)
(List of characters by statistics, Berserker (Fate/Grand Order - Eric Bloodaxe))
(List of characters by statistics, Chikagi Katsuragi)
(List of characters by statistics, Saber (Fate/Grand Order - Lancelot))
(List of characters by statistics, Rider (Fate/Grand Order - Medb))
(List of characters by statistics, Rider (Fate/Grand Order - Saint Martha))
(List of characters by statistics, Archer (Fate/Grand Order - Euryale))
(List of characters by statistics, Kiara Sessyoin)
(List of characters by statistics, Saber (Fate/Grand Order - Gilles))
(List of characters by statistics, Ibaraki-douji)
(List of characters by statistics, Saber (Fate/Grand Order - Attila))
(List of characters by statistics, Shiki Ryougi)
(List of characters by statistics, Tristan)
(List of characters by statistics, Assassin (Fate/Grand Order - Carmilla))
(List of characters by statistics, Arcueid Brunestud)
(List of characters by statistics, Assassin (Fate/Extra))
(List of characters by statistics, Caster (Fate/Grand Order - Nitocris))
(List of characters by statistics, Caren Hortensia)
(List of characters by statistics, Lancer (Fate/strange fake))
(List of characters by statistics, Sella)
(List of characters by statistics, Archer (Fate/Grand Order - Moriarty))
(List of characters by statistics, Shirou Kotomine)
(List of characters by statistics, Caster (Fate/Grand Order - Blavatsky))
(List of characters by statistics, Celenike Icecolle Yggdmillennia)
(List of characters by statistics, Kazuradrop)
(List of characters by statistics, Saber (Fate/Extra))
(List of characters by statistics, Azaka Kokutou)
(List of characters by statistics, Assassin (Fate/Grand Order - Mata Hari))
(List of characters by statistics, Rider (Fate/Grand Order - Bonny and Read))
(List of characters by statistics, Shinji Matou)
(List of characters by statistics, Assassin (Fate/Grand Order - Jing Ke))
(List of characters by statistics, Assassin (Fate/Grand Order - Shuten-douji))
(List of characters by statistics, Chacha)
(List of characters by statistics, Rider (Fate/Zero))
(List of characters by statistics, Rider (Koha-Ace))
(List of characters by statistics, Ritsuka Suse)
(List of characters by statistics, Assassin (Fate/Grand Order - Fuma Kotaro))
(List of characters by statistics, Caster (Fate/Grand Order - Mephistopheles))
(List of characters by statistics, Karna (Fate/Extra CCC))
(List of characters by statistics, Berserker (Fate/Grand Order - Beowulf))
(List of characters by statistics, Lancer (Fate/Grand Order - Romulus))
(List of characters by statistics, Akiha Tohno)
(List of characters by statistics, Nrvnqsr Chaos)
(List of characters by statistics, Tobimaru Tsukiji)
(List of characters by statistics, Berserker (Fate/Grand Order - Asterios))
(List of characters by statistics, Eiri Fumizuka)
(List of characters by statistics, Mr. Cellphone)
(List of characters by statistics, Xuanzang Sanzang)
(List of characters by statistics, Caster (Fate/Extra CCC))
(List of characters by statistics, Assassin (Fate/Grand Order - EMIYA))
(List of characters by statistics, Billy the Kid)
(List of characters by statistics, Hibiki Hibino)
(List of characters by statistics, Berserker (Fate/Grand Order - Vlad III))
(List of characters by statistics, Sion Eltnam Atlasia)
(List of characters by statistics, Caster (Fate/Grand Order - Zhuge Liang))
(List of characters by statistics, Caster (Fate/stay night))
(List of characters by statistics, Lugh Beowulf)
(List of characters by statistics, Gordes Musik Yggdmillennia)
(List of characters by statistics, Lancer of Red)
(List of characters by statistics, Kouma Kishima)
(List of characters by statistics, Kohaku)
(List of characters by statistics, Caster (Fate/Grand Order - Mozart))
(List of characters by statistics, Kayneth El-Melloi Archibald)
(List of characters by statistics, Assassin of Black)
(List of characters by statistics, Satsuki Yumizuka)
(List of characters by statistics, Irisviel von Einzbern)
(List of characters by statistics, Otoko Hotaruzuka)
(List of characters by statistics, Dan Blackmore)
(List of characters by statistics, Kirei Kotomine)
(List of characters by statistics, Yuika Suse)
(List of characters by statistics, Ruler (Fate/Apocrypha))
(List of characters by statistics, Berserker (Fate/Zero))
(List of characters by statistics, Caster (Fate/Grand Order - da Vinci))
(List of characters by statistics, Reika Rikudou)
(List of characters by statistics, Berserker (Fate/Grand Order - Hijikata))
(List of characters by statistics, Arihiko Inui)
(List of characters by statistics, Lancer (Fate/Grand Order - Medusa))
(List of characters by statistics, Avenger (Fate/Grand Order - Joan Alter))
(List of characters by statistics, Assassin (Fate/strange fake))
(List of characters by statistics, Night of Wallachia)
(List of characters by statistics, BB)
(List of characters by statistics, Archer (Fate/Grand Order - Orion))
(List of characters by statistics, Angelica)
(List of characters by statistics, Avenger (Fate/Grand Order - Hessian Lobo))
(List of characters by statistics, Twice H. Pieceman)
(List of characters by statistics, Assassin (Fate/Zero))
(List of characters by statistics, Archer of Red)
(List of characters by statistics, Berserker (Fate/Grand Order - Kiyohime))
(List of characters by statistics, Playable Caster (Fate/Extra))
(List of characters by statistics, Archer (Fate/Grand Order - Touta))
(List of characters by statistics, Sunao Sugata)
(List of characters by statistics, Len)
(Fate/kaleid liner PRISMA☆ILLYA, Julian Ainsworth)
(Fate/kaleid liner PRISMA☆ILLYA, Angelica)
(Fate/kaleid liner PRISMA☆ILLYA, Kirei Kotomine)
(Fate/kaleid liner PRISMA☆ILLYA, Miyu Edelfelt)
(Fate/kaleid liner PRISMA☆ILLYA, Gilgamesh (Fate/Kaleid))
(Fate/kaleid liner PRISMA☆ILLYA, Fate/hollow ataraxia)
(Fate/kaleid liner PRISMA☆ILLYA, Sakura Matou)
(Fate/kaleid liner PRISMA☆ILLYA, Erika)
(Fate/kaleid liner PRISMA☆ILLYA, Irisviel von Einzbern)
(Fate/kaleid liner PRISMA☆ILLYA, Magecraft)
(Fate/kaleid liner PRISMA☆ILLYA, Magical Sapphire)
(Fate/kaleid liner PRISMA☆ILLYA, Fuyuki City)
(Fate/kaleid liner PRISMA☆ILLYA, Taiga Fujimura)
(Fate/kaleid liner PRISMA☆ILLYA, Magical Ruby)
(Fate/kaleid liner PRISMA☆ILLYA, Rin Tohsaka (Fate/kaleid))
(Fate/kaleid liner PRISMA☆ILLYA, Suzuka Kurihara)
(Fate/kaleid liner PRISMA☆ILLYA, Kischur Zelretch Schweinorg)
(Fate/kaleid liner PRISMA☆ILLYA, Character Material)
(Fate/kaleid liner PRISMA☆ILLYA, Bazett Fraga McRemitz (Fate/kaleid))
(Fate/kaleid liner PRISMA☆ILLYA, Luvia)
(Fate/kaleid liner PRISMA☆ILLYA, Kiritsugu Emiya)
(Fate/kaleid liner PRISMA☆ILLYA, Chloe von Einzbern)
(Fate/kaleid liner PRISMA☆ILLYA, Tatsuko Gakumazawa)
(Fate/kaleid liner PRISMA☆ILLYA, Illyasviel von Einzbern)
(Fate/kaleid liner PRISMA☆ILLYA, Gilgamesh)
(Fate/kaleid liner PRISMA☆ILLYA, Hiroshi Hiroyama)
(Fate/kaleid liner PRISMA☆ILLYA, Caren Ortensia)
(Fate/kaleid liner PRISMA☆ILLYA, Kinoko Nasu)
(Fate/kaleid liner PRISMA☆ILLYA, Rin)
(Fate/kaleid liner PRISMA☆ILLYA, Shirou Emiya (Fate/kaleid))
(Fate/kaleid liner PRISMA☆ILLYA, Sella)
(Fate/kaleid liner PRISMA☆ILLYA, Fate/Zero)
(Fate/kaleid liner PRISMA☆ILLYA, Fate/stay night)
(Fate/kaleid liner PRISMA☆ILLYA, Mimi Katsura)
(Fate/kaleid liner PRISMA☆ILLYA, Second Magic)
(Fate/kaleid liner PRISMA☆ILLYA, Luviagelita Edelfelt (Fate/kaleid))
(Fate/kaleid liner PRISMA☆ILLYA, Ufotable)
(Fate/kaleid liner PRISMA☆ILLYA, Beatrice Flowerchild)
(Fate/kaleid liner PRISMA☆ILLYA, Tanaka)
(Fate/kaleid liner PRISMA☆ILLYA, Issei Ryuudou)
(Fate/kaleid liner PRISMA☆ILLYA, Illyasviel von Einzbern (Fate/kaleid))
(Fate/kaleid liner PRISMA☆ILLYA, Leysritt)
(Fate/kaleid liner PRISMA☆ILLYA, Nanaki Moriyama)
(Gatou Monji, Monji Gatou)
(List of unused Fate/Apocrypha Servant designs, Fate/Apocrypha)
(Like A Soaring Dragon, Like a Soaring Dragon)
(Francesca, Francesca Prelati)
(No Name, Playable Archer (Fate/Extra))
(Chaos Labyrinth, Chaos Labyrinthos)
(Miyamoto Musashi, Saber (Fate/Grand Order - Musashi))
(Ritsuka Suse, Human)
(Ritsuka Suse, Yuika Suse)
(Ritsuka Suse, Mahou Tsukai no Yoru)
(Ritsuka Suse, Aoko Aozaki)
(Ritsuka Suse, Magus)
(Ritsuka Suse, Church)
(Ritsuka Suse, Mage's Association)
(Soujuurou Shizuki, Chibichuki!)
(Soujuurou Shizuki, Human)
(Soujuurou Shizuki, Mikiya Kokutou)
(Soujuurou Shizuki, Misaki Town)
(Soujuurou Shizuki, Mahou Tsukai no Yoru)
(Soujuurou Shizuki, Kara no Kyoukai)
(Soujuurou Shizuki, Hirokazu Koyama)
(Soujuurou Shizuki, Kinoko Nasu)
(Soujuurou Shizuki, Takashi Takeuchi)
(Soujuurou Shizuki, Fate/stay night)
(Soujuurou Shizuki, Souichirou Kuzuki)
(Assassin of Shinjuku, Assassin (Fate/Grand Order - Yan Qing))
(Ramesses II, Rider (Fate/Prototype: Fragments))
(The Garden of Sinners, Kara no Kyoukai)
(Acht, Jubstacheit von Einzbern)
(Nanaya Kiri, Kiri Nanaya)
(Caster (Fate/Extra), Chibichuki!)
(Caster (Fate/Extra), Servant)
(Caster (Fate/Extra), Paracelsus)
(Caster (Fate/Extra), Caster (Fate/Extra CCC))
(Caster (Fate/Extra), Touko Aozaki)
(Caster (Fate/Extra), Demon God)
(Caster (Fate/Extra), Hakuno's Servants)
(Caster (Fate/Extra), Alice)
(Caster (Fate/Extra), Dan Blackmore)
(Caster (Fate/Extra), Caster)
(Caster (Fate/Extra), Berserker)
(Caster (Fate/Extra), True Name)
(Caster (Fate/Extra), Arco Wada)
(Caster (Fate/Extra), Fate/Extra)
(Caster (Fate/Extra), Fate/Grand Order material III)
(Caster (Fate/Extra), Nameless Forest)
(Caster (Fate/Extra), Jabberwock)
(Caster (Fate/Extra), Hanabana Tsubomi)
(Caster (Fate/Extra), Riyo)
(Caster (Fate/Extra), Moon Cell Holy Grail War)
(Caster (Fate/Extra), Master)
(Caster (Fate/Extra), Fate/Grand Order)
(Caster (Fate/Extra), BB)
(Caster (Fate/Extra), Hakuno Kishinami)
(Caster (Fate/Extra), Kinoko Nasu)
(Caster (Fate/Extra), Protagonist)
(Caster (Fate/Extra), Grand Order)
(Caster (Fate/Extra), Playable Archer (Fate/Extra))
(Caster (Fate/Extra), Fate/Extra CCC)
(Caster (Fate/Extra), Twice H. Pieceman)
(Caster (Fate/Extra), Passionlip)
(Caster (Fate/Extra), Fate)
(Caster (Fate/Extra), Chaldea)
(Caster (Fate/Extra), Playable Caster (Fate/Extra))
(Caster (Fate/Extra), Nursery Rhyme)
(Caster (Fate/Extra), Jack the Ripper)
(Caster (Fate/Extra), Reality Marble)
(Caster (Fate/Extra), The Queen's Glass Game)
(Girls' Work, Tsukihime)
(Girls' Work, Ariso Miyamoto)
(Girls' Work, Meteo Hoshizora)
(Girls' Work, Mahou Tsukai no Yoru)
(Girls' Work, TYPE-MOON)
(Girls' Work, Shirube Asube)
(Girls' Work, Jizeru Kurayamizaka)
(Bale of Inexhaustibility, Tawara Touta)
(Kazuki Yamashiro, Human)
(Kazuki Yamashiro, Mahou Tsukai no Yoru)
(True Rider, Rider)
(True Rider, Hippolyta's unnamed Noble Phantasm)
(True Rider, True Archer)
(True Rider, Servant)
(True Rider, Saber (Fate/stay night))
(True Rider, Artemis)
(True Rider, Lancer (Fate/strange fake))
(True Rider, True Rider's unnamed Noble Phantasm)
(True Rider, Fate)
(True Rider, Gate of Babylon)
(True Rider, Goddess of War)
(True Rider, Divinity)
(True Rider, True Name)
(True Rider, Archer (Fate/strange fake))
(True Rider, Doris Lusendra)
(True Rider, Fate/strange fake)
(True Rider, False Holy Grail War)
(True Rider, Charisma)
(True Rider, Divine Spirit)
(Unblooms, Canaan)
(Chronos Rose, Kiritsugu Emiya)
(Chronos Rose, Counter Guardian)
(Chronos Rose, Innate Time Control)
(Chronos Rose, Assassin (Fate/Grand Order - EMIYA))
(Chronos Rose, Time Manipulation)
(Glannid Ashborn, Jiroubou Seigen Tokitou)
(Attila, Saber (Fate/Grand Order - Attila))
(Dromeus Cometes, Dromeus Komētēs)
(Canaan (Series), Canaan)
(Berserker (Fate/Apocrypha), Red Faction)
(Berserker (Fate/Apocrypha), Berserker of Black)
(Berserker (Fate/Apocrypha), Berserker of Red)
(Berserker (Fate/Apocrypha), Black Faction)
(Berserker (Fate/Apocrypha), Fate/Apocrypha)
(Berserker (Fate/Apocrypha), Servant)
(Berserker (Fate/Apocrypha), Berserker)
(Berserker (Fate/Apocrypha), Caules Forvedge Yggdmillennia)
(Agrius Metamorphosis, Great Holy Grail War)
(Agrius Metamorphosis, Subcategory Holy Grail War)
(Agrius Metamorphosis, Archer of Red)
